id,title,overview,vote_average,release_date
249319,Creating a Myth... the Memories of 'Legend',"This 51 minute documentary of the movie ""Legend"" can be found as an extra on the 2002 2-disc boxed-set 'Ultimate Edition' DVD release of ""Legend"". The first part of the documentary deals with the fruition of the idea and the making of the movie. It includes interviews with almost all the main participants of the feature, with the exception of actor Tom Cruise, who was a no show. The second half is much more fascinating and deals with what went wrong with the movie, and it's marketing failures.",0.0,2002-05-21
398818,Call Me by Your Name,"In the summer of 1983, a 17-year-old Elio spends his days in his family's villa in Italy. One day Oliver, a graduate student, arrives to assist Elio's father, a professor of Greco-Roman culture. Soon, Elio and Oliver discover a summer that will alter their lives forever.",8.109,2017-07-28
858017,I Saw the TV Glow,"Teenager Owen is just trying to make it through life in the suburbs when his classmate Maddy introduces him to a mysterious TV show — a vision of a supernatural world beneath their own. In the pale glow of the television, Owen’s view of reality begins to crack.",6.082,2024-05-03
387553,Forever and Ever,"In 1966, like in The Love Eterne, Ling Bo took up the male lead in Forever and Ever, despite Shaw Brothers' earlier plan of having her as the female lead. Facing opposition from fans, they finally arranged for her to star as a male student named Xiaowen. Wicked rich man Liu, portrayed by Lo Wei, the director of this film, wants Xiaowen to marry his daughter (Lin Yu) who is suffering from leprosy, thinking that marriage will take away her disease. Although Xiaowen discovers Liu's plan, he is still in love with her and hopes that a miracle will cure her disease...",0.0,1968-01-20
1317276,given the Movie: To the Sea,"Mafuyu doubts his place in the band, but a familiar face could be the spark that brings him back to the stage.",7.4,2024-09-20
72387,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",6.497,2012-04-16
547931,Love in the Spring,"The tragic romance of a young girl who attempts suicide for the ""secret"" love she has for her father.",0.0,1974-08-17
9730,Friday the 13th: The Final Chapter,"After his revival in a hospital morgue, Jason fixes his vengeful attention on the Jarvis family and a group of hitherto carefree teenagers.",6.137,1984-04-13
449992,The Night Comes for Us,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",6.886,2018-10-05
9007,Just Like Heaven,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Masterson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",6.954,2005-09-16
567189,Tom Clancy's Without Remorse,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,6.959,2021-04-29
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",6.983,2024-07-11
1144430,Last Bullet,Car genius Lino returns to conclude his vendetta against Areski and the corrupt commander who ruined their lives in this turbo-charged trilogy finale.,6.624,2025-05-06
826510,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",6.7,2024-07-31
55779,Final Destination 5,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",6.146,2011-08-12
1114894,Star Trek: Section 31,Emperor Philippa Georgiou joins a secret division of Starfleet tasked with protecting the United Federation of Planets and faces the sins of her past.,4.872,2025-01-15
558574,Echo Boomers,Five post grads figure the best way to get back at the unfair economy and live the life they've always wanted is to steal from the rich and give to themselves.,5.7,2020-11-13
1264109,A Tale of Two Cities,"Sidney Carton, alcoholic London lawyer and his french nobleman client Charles Darnay both love Lucie Manette. In Paris the French Revolution and his resemblance to Darnay, create a major decision to give Lucie and Charles a life together.",0.0,1990-01-01
141,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",7.768,2001-01-19
9348,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",5.972,1995-07-07
370172,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",7.4,2021-09-29
1955,The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",8.0,1980-10-09
460458,Resident Evil: Welcome to Raccoon City,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",6.0,2021-11-24
283418,Insee Thong,"The heroic Red Eagle must deal with an evil imposter who is the head of a deadly criminal gang known as the Red Bamboo. Meanwhile, an undercover cop must infiltrate the gang and stop them from killing government officials around the world through strange glowing artifacts.",0.0,1970-11-12
553604,Honest Thief,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",6.488,2020-09-03
412092,Mom's Friend 2,"An art student named Gwang-ho gets dumped by his girlfriend because she was only his source of comfort, and that he's a Mama's boy and a premature ejaculator. He tries to avoid seeing her by going to a different academy and that's when his mother introduces him to her friend Soo-yeon, a sophisticated and intelligent looking woman. Gwang-ho falls for her.  Gwang-ho's mother suddenly leaves for Australia because his father is sick and Gwang-ho gets to stay in Soo-yeon's house for a few days. Looking at her, he thinks of all the things he would like to do with her and Soo-yeon's niece Ha-kyeong stimulates him to do something about his feelings.",6.0,2016-09-01
10294,Vacancy,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",6.274,2007-04-20
82675,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",6.364,2012-09-27
712,Four Weddings and a Funeral,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",6.774,1994-03-09
677179,Creed III,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",7.095,2023-03-01
766,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",7.256,1992-10-31
917549,Twisted Little Lies,A college professor with an overzealous student must escape his twisted game of cat and mouse before her life is ruined forever.,4.1,2021-12-17
4347,Atonement,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",7.641,2007-02-27
292280,The Bye Bye Man,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",5.153,2017-01-12
1232221,Mother-in-law in Love With Son-in-law 4,"Joon-yeon and So-hyeon are living together with Joon-yeon's young and pretty mother-in-law for a while after his father-in-law remarries. One day, Joon-yeon is left home alone with his mother-in-law due to So-hyeon and her father-in-law's sudden business trip. The mother-in-law seduces her handsome son-in-law on a hot night. Unable to forget the sex he had with his mother-in-law, Joon-yeon even plans to have a threesome with his wife and his mother-in-law.",4.0,2023-12-26
9539,Martyrs,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",7.309,2008-06-12
10555,Shark Tale,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",6.0,2004-09-20
28264,Nightmare at Shadow Woods,"Twins Todd and Terry seem like sweet boys -- that is, until one of them takes an axe to the face of a fellow patron at the local drive-in.",5.8,1987-03-29
11362,The Count of Monte Cristo,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",7.675,2002-01-23
453,A Beautiful Mind,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.",7.856,2001-12-14
82695,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",7.315,2012-12-18
10515,Castle in the Sky,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,7.972,1986-08-02
748850,Miranda July: Where it Began,"In this documentary, produced in 2019, director Miranda July and filmmaker Lena Dunham explore July’s beginnings, including her early work as a performer, the creation of her Joanie 4 Jackie project, and the development and production of her first feature film, ME AND YOU AND EVERYONE WE KNOW.",0.0,2020-04-28
343668,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",6.955,2017-09-20
16859,Kiki's Delivery Service,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",7.83,1989-07-29
1280089,The Siege at Thorn High,"Edwin promised to his sister on her death bed to find her son she gave up long time ago. Edwin's quest brought him to become a substitute teacher in Duri High School, Jakarta, a school for juvenile delinquents. There he must face the most violent students to find his nephew. When he eventually finds the boy, a city-wide riot erupts and Edwin is trapped im the school with the cruel kids out for his blood.",7.8,2025-04-17
11395,The Santa Clause,"On Christmas Eve, divorced dad Scott Calvin and his son discover Santa Claus has fallen off their roof. When Scott takes the reins of the magical sleigh, he finds he is now the new Santa, and must convince a world of disbelievers, including himself.",6.494,1994-11-11
85948,Liar's Moon,"In East Texas, the summer after high school, Jack falls in love with Ginny, the daughter of the town's banker (Jack's mom's high school sweetheart). Ginny's been at boarding school; she's headed for Vassar. Over her father's strenuous objections, she spends time with Jack. At summer's end, Jack and Ginny elope to Louisiana (where 17-year-olds can marry without their parents' permission), and he gets a job in the oil fields. Her dad hires a menacing private eye to find them, Ginny's pregnant, her town doctor gives her horrible news, and Jack's mom has her own agenda. It seems that Jack and Ginny have grown up under a liar's moon. What will these sweethearts do?",5.3,1982-01-15
278924,Mechanic: Resurrection,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",6.024,2016-08-25
10494,Perfect Blue,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",8.305,1998-02-28
721835,Naranathu Thamburan,"Ananthan Unni falls in love with Hemlatha, a poor girl. As per the will written, he has to produce a heir, or else his property will be taken over by the Government.",3.0,2001-06-18
9323,Ghost in the Shell,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",7.933,1995-11-18
161,Ocean's Eleven,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",7.45,2001-12-07
8834,Conspiracy Theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",6.614,1997-08-08
873492,Mahjong Nights,Alexa witnesses a simple mahjong night turned bloody when all the player's dark secrets are discovered - including Alexa's illicit affair with her stepfather.,5.455,2021-11-12
1436238,The Rent Dodgers,,0.0,1920-08-07
1224449,The Land of Long Shadows,"The Land of Long Shadows is a 1917 American silent drama film directed by W.S. Van Dyke and starring Jack Gardner, Ruth King and Carl Stockdale. It marked the directorial debut of Van Dyke.  Joe Mauchin meets Jeanne Verette. He is a trapper, come down to the little post of Mead's Pocket, a vicious mining town, for supplies. She, the daughter of a saloonkeeper who compels her to ""drum up trade"" among his maudlin patrons. Joe falls in love with Jeanne.",0.0,1917-06-18
1290595,Tim Travers and the Time Traveler's Paradox,"A scientist creates a time machine and kills their younger self to see what would happen. And that self-obsessed, misanthropic, mad genius of a scientist is Tim Travers. And the universe was bad enough with only one of him.",5.0,2025-05-30
943,Lethal Weapon 3,Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,6.701,1992-05-15
43949,Flipped,"When Juli meets Bryce in the second grade, she knows it's true love. After spending six years trying to convince Bryce the same, she's ready to give up - until he starts to reconsider.",8.021,2010-08-06
21208,Orphan,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",6.996,2009-07-24
1892,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",7.905,1983-05-25
281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.536,2015-12-25
12437,Underworld: Rise of the Lycans,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",6.538,2009-01-22
755566,Day Shift,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,6.764,2022-08-12
109424,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",7.538,2013-10-10
441378,Miseria e Nobiltà,,8.5,1940-06-01
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",6.438,2010-12-02
639988,No Other Choice,"After being laid off by his company, a man devises a unique plan to secure a new job: eliminate his competition.",0.0,2025-09-24
262341,Sumaithaangi,"A happy-go-lucky guy falls in love with his professor's daughter. Although his brother supports him, his financial situation forces him to make many sacrifices in life.",8.0,1962-12-07
256591,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",6.874,2015-02-25
89778,A Symposium on Popular Songs,"Professor Ludwig von Drake plays a variety of popular music, all of which he wrote. First, ragtime: the Rutabaga Rag, with vegetables dancing in stop-motion. Next, the Charleston, with cut-out animation of a singer and dancers. Dixieland and more cut-out animation; the crooner/love ballad; 50's doo-wop; and finally, rockabilly.",5.2,1962-12-19
185652,Female Teacher in Rope Hell,"A female teacher spots one of her students being molested by a vagrant. But her rescue attempt fails as the vagrant drags the teacher into an empty classroom and sexually assaults her. The student finds a school employee, a piano tuner, to try and help but all they can offer is some comfort. Later the piano tuner invites the teacher to his house. He wants her to be his obedient loving bride and has built a nice caged apartment in his basement all for her. He subjects her to an endless series of sexual humiliations to persuade her to say yes.",4.5,1981-08-27
948549,Love Lies Bleeding,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",6.6,2024-03-07
9021,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",5.972,2002-09-29
9037,Grease 2,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",5.198,1982-06-11
49849,Cowboys & Aliens,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",5.635,2011-07-29
944401,Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",7.882,2023-09-27
64690,Drive,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",7.584,2011-09-15
901163,Puriyadha Anandam Puthithaga Arambam,An romantic tale set at Madurai Backdrop.,0.0,2015-06-05
926670,Henry Danger: The Movie,"Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",7.761,2025-01-17
739405,Operation Fortune: Ruse de Guerre,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,6.48,2023-01-04
944,Lethal Weapon 4,"With personal crises and age weighing in on them, Riggs and Murtaugh must contend with deadly Chinese triads trying to free their former leaders from prison and onto American soil.",6.594,1998-07-10
709,Licence to Kill,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",6.415,1989-06-13
283440,Tempting the Devil,"Two themes arise from the story, themes that are interlocked: the theme of love and of man's eternal submission to traditional symbols. The director Živko Nikolić continues his movie saga of human nature. Both themes develop the mythical idea of temptation. It is basic human relation: from the intimate to the families' vying with each other.",4.9,1989-06-27
402900,Ocean's Eight,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",6.967,2018-06-07
287847,"Inheritance, Italian Style","When five sisters return to their home in Sicily to divide up the family art and antiques, all hell breaks loose.",0.0,2014-08-21
629176,Samaritan,"Thirteen year old Sam Cleary suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 25 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",6.676,2022-08-25
845659,Perfect Addiction,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,6.797,2023-02-16
410215,Metall des Himmels,"Nazi propaganda film about the embryo of metal falling from the sky, extracted by the German industry for various purposes.",5.0,1935-02-24
395834,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,7.4,2017-08-03
299687,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,5.9,2016-01-14
688943,Harami,A couple visits a resort for their honeymoon. The wife is not happy with the husband as he is unable to give pleasure to her. Two friends who were in the same resort plans to have sex with the wife. They successfully lure the wife to their room after having drinks with the couple. Next morning the wife is shocked after seeing the video of her with the boys.,0.0,2020-04-12
64855,Ghost Stories,"Charles Dickens' 'Ghost Stories' from the Pickwick Papers. The Ghost in the Wardrobe: A young law student moves into an old rooming house haunted by a resident ghost. Tension grows between the two, building to a surprising conclusion. The Mail Coach Ghosts: Time travel puts a young man on a collision course with a ruthless nobleman and his evil henchmen. When the young man falls in love with a beautiful maiden, a captive of the nobleman, he plans a daring rescue to free her. The Goblin and the Grave Digger: Fiery nether-regions set the scene for this unearthly tale of a grave digger put on trial for his life by the King of the Goblins. The eerie account of his nightmarish ordeal is a special effects encounter that will enthral fans of the supernatural.",7.5,1987-12-05
400155,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",6.849,2018-06-28
619264,The Platform,"A slab of food descends down a vertical facility. The residents above eat heartily, leaving those below starving and desperate. A rebellion is imminent.",6.968,2019-11-08
777443,The Electric State,"An orphaned teen hits the road with a mysterious robot to find her long-lost brother, teaming up with a smuggler and his wisecracking sidekick.",6.511,2025-03-07
192252,The Princess and Toxicant,"A Chinese village run by beautiful women turns out to be more than the local men bargained for--especially if they have any idea of seducing the local beauties, then running out on them.",4.0,1977-09-01
399057,The Killing of a Sacred Deer,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",7.016,2017-10-20
581726,Infinite,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",6.596,2021-09-09
540468,Geetha Govindam,"Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.",6.9,2018-08-15
11806,Beethoven,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",5.833,1992-04-03
300671,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,7.272,2016-01-14
871,Planet of the Apes,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",7.646,1968-02-07
11249,Seed of Chucky,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",5.482,2004-11-12
168672,American Hustle,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",6.856,2013-12-03
125509,Wrong Turn 5: Bloodlines,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",5.433,2012-10-18
888319,Kanam,"A struggling young musician, along with his two friends, with the help of a quantum physicist goes back in time to prevent the death of his mother. What happens next?",7.333,2022-09-09
408866,RE:BORN,A former special forces operative struggling to contain the destructive impulses of his past goes on a rampage against a squad of ruthless assassins.,7.108,2016-09-24
1383840,Lucia Bud,"A humble taxi driver (Sato Bsaku) is surprised when Lucia (Takagi Mio), a bar girl he was attracted to 10 years ago, happens to get in his taxi as a passenger. The man was once a bomb terrorist, and when she discovered his identity, he imprisoned her in his room. She was eventually caught up in a bombing incident and her whereabouts are unknown...",0.0,1992-12-19
1427,Perfume: The Story of a Murderer,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",7.368,2006-09-13
879817,Saming Ban Rai,"Mokasak, the godfather of the Baan Rai district, who had only enemy named Saming Baan Rai. Saming Baan Rai had a lot of land and be the great fighter. They felt antipathy to each others. By the way, Saming Baan Rai was falling in love with Mokasak's daughter. After Saming Baan Rai got new freinds to help him, they had to judge the tautness between them to clarify how they lived together in the district.",0.0,1964-03-13
1128650,The Prosecutor,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces.",7.4,2024-12-08
787666,Story of a Beginning,"In the course of their childish bickering, when the three kids set off to see the origin of their village stream, their difference in beliefs give the journey a surprising turn.",0.0,2021-04-14
8871,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,6.773,2000-11-17
1232827,The Girl with the Needle,"Struggling to survive in post-WWI Copenhagen, a newly unemployed and pregnant young woman is taken in by a charismatic elder to help run an underground adoption agency. The two form an unexpected bond, until a sudden discovery changes everything.",7.6,2024-09-06
78080,Beethoven's Christmas Adventure,"A Christmas elf accidentally takes off in Santa's sleigh, crash lands in a small town, and loses the magic toy bag. Beethoven must rescue the elf, recover the bag from greedy crooks, and return the sleigh to Santa in time to save Christmas.",5.9,2011-11-07
947891,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",6.859,2024-09-13
421190,Phantom Snake,Jungle adventure / horror.,3.0,1966-11-04
586746,Storm Signal,A documentary record of the day-to-day existence of a pair of young married heroin addicts.  Preserved by the Academy Film Archive in 2009.,0.0,1966-09-05
8536,Superman II,"Three Kryptonian criminals led by General Zod team up with Lex Luthor to conquer Earth, forcing a depowered Superman to regain his strength and stop them.",6.7,1980-12-12
49049,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",6.85,2012-09-07
79871,Crazy Love,"What was supposed to be summer school in England becomes an adventurous exotic and romantic journey for a beautiful teenage girl. [from the Tai Seng Catalog] A nice story of a free-sprited (or, depending on your viewpoint, prick-teasing) young woman on a short journey of discovery.",6.3,1993-04-17
296,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",6.178,2003-07-02
